title,release_date,genres,original_language,vote_average,vote_count,popularity,budget,production_companies,revenue,runtime,profit
Valentine's Day,2010-02-10,"['Comedy', 'Romance']",English,5.9,2817,15.944,52000000,"['Karz Entertainment', 'New Line Cinema', 'Rice Films', 'ESPN']",216485654,125,164485654
Slam Dunk 2: National Tournament,1994-07-09,"['Drama', 'Animation', 'Comedy']",Japanese,4.7,11,13.57,0,['Toei Animation'],0,44,0
Attraction,2017-01-26,"['Drama', 'Romance', 'Science Fiction', 'Adventure']",Russian,6.7,697,18.246,5027266,"['Vodorod 2011', 'Art Pictures Studio']",19454845,117,14427579
Wild Things: Diamonds in the Rough,2005-02-19,"['Crime', 'Drama', 'Mystery']",English,4.9,113,17.74,0,"['Mainline Releasing', 'Lightning Entertainment', 'Mandalay Pictures']",0,87,0
Nine 1/2 Weeks,1986-02-09,"['Romance', 'Drama']",English,6.1,839,16.739,17000000,"['Jonesfilm', 'Galactic Films', 'Triple Ajaxxx', 'Metro-Goldwyn-Mayer', 'PSO']",6735922,117,-10264078
12 Hour Shift,2020-10-02,"['Thriller', 'Horror', 'Comedy', 'Crime']",English,5.4,190,16.257,0,['HCT Media'],0,88,0
In the Tall Grass,2019-09-20,"['Horror', 'Drama', 'Thriller']",English,5.5,1906,16.501,0,"['Copperheart Entertainment', 'Mosaic']",0,102,0
An Affair to Die For,2019-02-01,"['Thriller', 'Horror']",English,6.1,91,13.979,0,"['Illogic Srl', 'Kobalt Entertainment', 'Martha Production', 'Roxbury', 'BUFO']",0,83,0
Marvel Studios Assembled: The Making of Black Panther: Wakanda Forever,2023-02-08,['Documentary'],English,6.8,29,14.323,0,['Marvel Studios'],0,58,0
The War of the Worlds,1953-08-13,"['Science Fiction', 'Action']",English,6.8,523,13.238,2000000,['Paramount'],0,85,-2000000
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007-03-03,"['Action', 'Adventure', 'Comedy', 'Drama', 'Animation']",Japanese,6.8,119,16.739,0,['Toei Animation'],7090891,90,7090891
The Yin Yang Master,2021-02-12,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",Chinese,6.8,63,16.398,0,['CKF Productions'],0,113,0
The Haunted Mansion,2003-11-25,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']",English,5.6,1764,16.737,90000000,"['Doom Buggy Productions', 'Walt Disney Pictures', 'Gunn Films']",182290266,88,92290266
The Dead Pool,1988-04-14,"['Action', 'Crime', 'Thriller']",English,6.3,704,12.134,20000000,"['Malpaso Productions', 'Warner Bros. Pictures']",37903295,91,17903295
Ammonite,2020-11-13,"['Romance', 'Drama']",English,7.1,453,13.504,0,['See-Saw Films'],1396905,118,1396905
Satan's Slaves,2017-09-28,"['Drama', 'Horror', 'Mystery']",Indonesian,6.8,214,18.742,147983,"['CJ Entertainment', 'Rapi Films']",0,107,-147983
Crimson Tide,1995-05-12,"['Thriller', 'Drama', 'Action']",English,7.2,1495,17.684,53000000,"['Hollywood Pictures', 'Don Simpson/Jerry Bruckheimer Films']",157387195,116,104387195
Four Rooms,1995-12-09,"['Crime', 'Comedy']",English,5.8,2357,18.734,4000000,"['Miramax', 'A Band Apart']",4257354,98,257354
Antrum,2018-10-14,['Horror'],English,5.9,259,13.744,0,"['Else Films', ""Uncork'd Entertainment""]",0,95,0
Just Friends,2005-11-23,"['Comedy', 'Romance']",English,6.2,1421,14.236,0,"['BenderSpink', 'Cinezeta']",50817508,96,50817508
Little Monsters,1989-08-25,"['Adventure', 'Fantasy', 'Comedy', 'Family']",English,5.8,176,14.733,7000000,"['Davis Entertainment', 'Licht/Mueller Film Corporation', 'Vestron Pictures']",793775,102,-6206225
Killing Jesus,2015-04-05,"['Drama', 'History', 'TV Movie']",English,6.5,77,18.048,0,"['Dune Films', 'Scott Free Productions']",0,132,0
Requiem for a Dream,2000-10-06,"['Crime', 'Drama']",English,8.0,8848,14.092,4500000,"['Artisan Entertainment', 'Thousand Words', 'Protozoa Pictures']",7390108,102,2890108
Some Kind of Beautiful,2015-07-16,"['Comedy', 'Romance']",English,5.6,519,15.738,0,"['Southpaw Entertainment', 'Irish Dreamtime', 'PalmStar Media', 'Saban Films', 'Lionsgate', 'The Solution', 'Merced Media Partners', 'Envision Entertainment', 'SPD Films']",0,99,0
A Ghost Story,2017-04-24,"['Drama', 'Fantasy']",English,7.1,2062,14.739,100000,"['Sailor Bear', 'Zero Trans Fat Productions', 'Ideaman Studios']",1929659,93,1829659
Dogville,2003-05-19,"['Crime', 'Drama', 'Thriller']",English,7.8,2108,14.933,10000000,"['YLE', 'Zentropa Entertainments', 'DR', 'Trollhättan Film', 'Memfis Film', 'France 3 Cinéma', 'Slot Machine', 'Liberator Productions', 'Nederlandse Programma Stichting (NPS)', 'Isabella Films B.V.', 'Pain Unlimited GmbH Filmproduktion', 'Something Else B.V.', 'Sigma Films', 'Zoma Films Ltd.', 'ARTE France Cinéma', 'SVT', 'WDR/Arte', 'Film i Väst', 'Edith Film Oy', 'Invicta Capital', '4 1/2', 'TV 2']",16680836,178,6680836
anohana: The Flower We Saw That Day - The Movie,2013-08-31,"['Animation', 'Drama']",Japanese,7.5,139,14.235,0,['A-1 Pictures'],0,99,0
All My Life,2020-10-23,"['Romance', 'Drama']",English,8.0,412,12.75,25000000,"['Broken Road Productions', 'Perfect World Pictures']",2000000,93,-23000000
The Little Hours,2017-06-30,['Comedy'],English,5.8,491,14.489,0,"['Destro Films', 'Dublab Media', 'Productivity Media', 'Gunpowder & Sky', 'StarStream Media', 'Bow + Arrow Entertainment', 'Foton Pictures', 'Exhibit Entertainment']",0,90,0
Get Him to the Greek,2010-06-04,"['Adventure', 'Comedy', 'Music']",English,6.0,1560,15.234,40000000,"['Apatow Productions', 'Universal Pictures', 'Relativity Media', 'Spyglass Entertainment']",90029656,109,50029656
The Dallas Connection,1994-10-02,['Action'],English,4.7,27,18.541,0,"['Atlas International Film', 'H.R.S. Funai Co. Ltd.', 'Sidaris Entertainment', 'World Media Sales', 'Malibu Bay Films', 'Skyhawks Films']",0,94,0
The Hard Way,2019-03-05,['Action'],English,5.4,125,15.241,0,"['Actionhouse Pictures', 'Hollywood Media Bridge']",0,94,0
Batman,1966-07-30,"['Action', 'Comedy', 'Crime']",English,6.3,739,11.481,1377800,"['William Dozier Productions', 'Greenway Productions', '20th Century Fox']",3900000,105,2522200
The Messenger,2019-03-15,"['War', 'Drama', 'Thriller']",Polish,6.1,64,17.161,0,"['PISF', 'Scorpio Studio']",0,114,0
The Dirt,2019-03-22,"['Drama', 'Music', 'History', 'Comedy']",English,7.5,1064,14.239,0,"['10th Street Entertainment', 'Estrella Media']",0,108,0
Step Up: Year of the Dance,2019-07-25,"['Music', 'Drama']",Chinese,6.1,67,14.751,0,['Lionsgate'],0,90,0
Date Movie,2006-02-17,"['Comedy', 'Romance']",English,4.2,860,19.23,20000000,"['Regency Enterprises', 'New Regency Pictures', 'Epsilon Motion Pictures']",48548426,83,28548426
House of 1000 Corpses,2003-04-11,"['Horror', 'Crime']",English,6.2,1389,14.729,7000000,"['Lionsgate', 'Spectacle Entertainment Group']",17949758,89,10949758
One Piece: Chopper's Kingdom on the Island of Strange Animals,2002-03-02,"['Action', 'Animation', 'Adventure']",Japanese,6.8,144,14.978,0,['Toei Animation'],13107237,56,13107237
The Omen,1976-06-25,"['Horror', 'Thriller']",English,7.4,1724,16.477,2800000,"['Mace Neufeld Productions', '20th Century Fox']",60922980,111,58122980
"Sex, Shame and Tears 2",2022-02-04,"['Comedy', 'Drama']",Spanish,6.5,30,11.168,0,"['Particular Crowd', 'Newton 41 Films', 'Río Negro Producciones']",0,118,0
A Fall from Grace,2020-01-17,"['Drama', 'Thriller', 'Mystery']",English,7.1,837,15.74,0,['Tyler Perry Studios'],0,120,0
Project A,1983-12-22,"['Action', 'Comedy', 'Adventure']",cn,7.2,373,14.175,0,"['Golden Harvest Company Ltd.', 'Paragon Films Ltd.', 'Orange Sky Golden Harvest']",0,106,0
Drive My Car,2021-08-18,['Drama'],Japanese,7.4,937,13.004,0,"['Bitters End', 'C&I entertainment', 'Culture Entertainment', 'Agency for Cultural Affairs', 'J-LOD', 'nekojarashi', 'Quaras', 'Bungeishunju', ""L'espace Vision"", 'Nippan Group Holdings', 'The Asahi Shimbun']",15308325,179,15308325
The Hurricane Heist,2018-02-28,"['Action', 'Crime', 'Thriller']",English,5.7,903,17.484,35000000,"['Foresight Unlimited', 'Parkside Pictures', 'Signature Pictures', 'Tadross Media Group', 'DNEG', 'Metrol Technology', 'Lipsync Productions', 'Dream Team Films', 'Head Gear Films', 'Windfall Films', 'Almost Never Films']",32517248,103,-2482752
Kite,1998-02-25,"['Animation', 'Crime', 'Action', 'Thriller']",Japanese,6.7,96,16.856,0,"['ARMS', 'Green Bunny', 'Studio Beam']",0,50,0
World Trade Center,2006-08-09,"['Drama', 'History', 'Thriller']",English,6.1,1480,15.227,65000000,"['Paramount', 'Double Feature Films', 'Intermedia Films', 'Kernos Filmproduktionsgesellschaft & Company', 'Ixtlan', 'Saturn Films']",163247198,129,98247198
The Collector,2009-07-09,"['Horror', 'Thriller']",English,6.6,1276,16.327,3400000,"['Imaginarium Entertainment Group', 'Fortress Features', 'LD Entertainment']",114000000,88,110600000
Risky Business,1983-08-05,"['Romance', 'Comedy', 'Drama']",English,6.6,1096,13.975,6200000,"['Geffen Pictures', 'Warner Bros. Pictures']",63541777,98,57341777
Entrapment,1999-04-29,"['Romance', 'Drama', 'Mystery']",English,6.2,1744,20.976,66000000,"['Fountainbridge Films', 'Regency Enterprises']",212404396,112,146404396
The Man from Earth,2007-06-10,"['Science Fiction', 'Drama']",English,7.6,2050,16.326,200000,['Falling Sky Entertainment'],0,87,-200000
The Book Thief,2013-11-08,['Drama'],English,7.5,4030,16.678,0,"['Studio Babelsberg', 'Fox 2000 Pictures', 'Sunswept Entertainment']",76586316,131,76586316
Annette,2021-07-06,"['Drama', 'Romance']",English,6.8,565,14.25,15500000,"['Eurospace', 'Detailfilm', 'ARTE France Cinéma', 'CG Cinéma', 'Garidi Films', 'Théo Films', 'Tribus P Films', 'UGC', 'SCOPE Pictures', 'Wrong Men', 'Piano']",3642692,140,-11857308
Bean,1997-07-03,"['Comedy', 'Family', 'Adventure']",English,6.5,2151,13.224,18000000,"['Universal Pictures', 'PolyGram Filmed Entertainment', 'Working Title Films', 'Tiger Aspect Productions']",251212670,89,233212670
Finding You,2021-05-13,"['Romance', 'Drama']",English,7.0,119,16.947,0,"['Roadside Attractions', 'Red Sky Studios', 'Nook Lane Entertainment']",3300000,119,3300000
The Thirteenth Year,1999-05-15,"['TV Movie', 'Adventure', 'Comedy', 'Family']",English,6.6,193,16.483,0,"['Dream City Films', 'Mike Jacobs Jr. Productions', 'Disney Branded Television', 'Utica Productions']",0,95,0
Tales from the Crypt: Demon Knight,1995-01-13,"['Horror', 'Comedy', 'Thriller']",English,6.8,405,15.972,13000000,"['Tales From The Crypt Holdings', 'Universal Pictures']",21089146,92,8089146
An Autumn Romance,2021-05-07,"['Romance', 'Drama']",English,7.2,118,14.247,0,"['All Canadian Entertainment', 'Brad Krevoy Television', 'Hideaway Pictures', 'HP Tycoon Productions', 'Motion Picture Corporation of America']",0,88,0
"The Tunnel to Summer, the Exit of Goodbyes",2022-09-09,"['Animation', 'Drama', 'Mystery', 'Romance', 'Science Fiction']",Japanese,6.1,6,16.481,0,"['CLAP', 'STUDIO MAUSU', 'Pony Canyon']",0,83,0
Tron,1982-07-09,"['Science Fiction', 'Action', 'Adventure']",English,6.7,1965,22.122,17000000,"['Lisberger/Kushner Productions', 'Walt Disney Productions']",33000000,96,16000000
The Colony,2021-08-26,['Science Fiction'],English,5.6,166,16.251,0,"['BerghausWöbke Filmproduktion', 'Vega Film', 'Constantin Film', 'Studio Babelsberg', 'SRF', 'SRG SSR']",0,104,0
Assassination,2015-07-22,"['Adventure', 'Action', 'Thriller']",Korean,7.4,197,12.676,0,"['Caper Film', 'Showbox']",96119773,140,96119773
Fear,1996-04-12,['Thriller'],English,6.4,668,15.471,0,"['Universal Pictures', 'Imagine Entertainment']",0,97,0
Operation Mekong,2016-09-30,"['Action', 'Adventure', 'Crime', 'War']",Chinese,7.0,219,16.728,30200000,['Film Fireworks Production'],173000000,124,142800000
Infernal Affairs,2002-12-12,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",cn,7.8,1368,18.722,125000,['Media Asia Films'],8708932,101,8583932
Lone Wolf and Cub: Baby Cart to Hades,1972-09-02,"['Drama', 'Action']",Japanese,7.2,116,23.061,0,"['TOHO', 'Katsu Production Co. Ltd.']",0,89,0
Sinister 2,2015-08-19,['Horror'],English,5.9,1922,15.676,10000000,"['Tank Caterpillar', 'Blumhouse Productions', 'Alliance Films', 'Automatik Entertainment', 'Entertainment One', 'IM Global', 'Steady Aim', 'Gramercy Pictures']",53329150,97,43329150
Into the Blue,2005-09-30,"['Action', 'Thriller', 'Adventure', 'Crime']",English,5.9,1324,14.473,50000000,"['Mandalay Pictures', 'Metro-Goldwyn-Mayer', 'Columbia Pictures']",46117696,110,-3882304
Lady Bloodfight,2016-11-11,"['Action', 'Thriller']",English,6.7,131,16.727,0,"['B&E Productions', 'Voltage Pictures']",0,97,0
A Thousand Words,2012-03-07,"['Drama', 'Comedy']",English,6.1,1197,23.054,40000000,"['Paramount', 'Saturn Films', 'Varsity Pictures', 'DreamWorks Pictures']",22044277,91,-17955723
Renegades,2017-08-21,"['Thriller', 'Action']",English,5.7,284,19.728,66190000,"['Studio Babelsberg', 'EuropaCorp', 'Belga Productions', 'CB Films', 'DCS', 'Canal+']",2602149,105,-63587851
Spencer,2021-11-04,['Drama'],English,6.9,1405,17.704,18000000,"['FilmNation Entertainment', 'Komplizen Film', 'Shoebox Films', 'Fabula', 'Fabula']",14000000,117,-4000000
The Royal Tenenbaums,2001-10-05,"['Comedy', 'Drama']",English,7.5,4029,16.62,21000000,"['Touchstone Pictures', 'American Empirical Pictures']",71441250,110,50441250
Nightmare Alley,1947-10-09,"['Drama', 'Crime']",English,7.2,173,12.22,0,['20th Century Fox'],0,111,0
The Binding,2020-10-02,"['Horror', 'Thriller', 'Drama']",Italian,5.4,219,14.488,0,"['Indigo Film', 'Apulia Film Commission', 'HT Film', 'Regione Puglia']",0,93,0
Bill & Ted's Excellent Adventure,1989-02-17,"['Adventure', 'Comedy', 'Science Fiction']",English,6.8,1568,15.719,10000000,['Orion Pictures'],40485039,90,30485039
Safe Haven,2013-02-07,"['Romance', 'Thriller']",English,7.2,2149,14.873,28000000,"['Relativity Media', 'Temple Hill Entertainment']",97594140,115,69594140
Beautiful Creatures,2013-02-13,"['Fantasy', 'Drama', 'Romance']",English,6.0,2670,15.973,60000000,"['Alcon Entertainment', 'Belle Pictures', '3 Arts Entertainment', 'Warner Bros. Pictures']",60052138,124,52138
Dog Day Afternoon,1975-08-01,"['Crime', 'Drama', 'Thriller']",English,7.8,2549,14.969,1800000,"['Artists Entertainment Complex', 'Warner Bros. Pictures']",46665856,125,44865856
My Lovely Angel,2021-05-12,['Drama'],Korean,7.3,10,13.044,0,"['More In Group', 'Fine Story']",0,100,0
Inland Empire,2006-09-06,"['Mystery', 'Thriller', 'Horror']",English,7.1,927,12.721,15000000,"['Camerimage Festival', 'Absurda', 'Asymmetrical Productions', 'StudioCanal']",4045770,180,-10954230
House of Flying Daggers,2004-05-19,"['Adventure', 'Drama', 'Action']",Chinese,7.3,1397,17.419,15000000,"['Beijing New Picture Film Co. Ltd.', 'China Film Co-Production Corporation', 'Elite Group Enterprises', 'Zhang Yimou Studio', 'Focus Features', 'Sony Pictures Classics', 'EDKO Films']",92863945,119,77863945
Uncle Buck,1989-08-16,"['Comedy', 'Drama', 'Family']",English,6.8,999,23.034,15000000,['Hughes Entertainment'],79258538,100,64258538
Bad Moms,2016-07-28,['Comedy'],English,6.5,3808,17.473,20000000,"['STX Entertainment', 'BillBlock Media', 'Robert Simonds Productions', 'Suzanne Todd Productions', 'Huayi Brothers Pictures', 'Universal Pictures']",183936074,100,163936074
Vehicle 19,2013-03-07,"['Thriller', 'Action']",English,5.4,462,17.221,0,"['Forefront Media Group', 'The Safran Company', 'K5 International', 'Skyline Motion Picture Fund', 'Efish Entertainment', 'Picture Tree']",0,85,0
Fear of Rain,2021-02-12,"['Thriller', 'Horror', 'Drama']",English,7.1,431,15.988,0,"['Pinstripe Productions', 'Sweet Tomato Films', 'Zero Gravity Management', 'Hungry Bull Productions', 'Mirror Image Films']",0,109,0
The Colony,2013-04-12,"['Action', 'Science Fiction', 'Thriller']",English,5.4,1020,13.97,16000000,"['RLJ Entertainment', 'Alcina Pictures', '120dB Films', 'Item 7', 'Sierra Pictures (II)', 'Mad Samurai Productions']",0,95,-16000000
Modern Times,1936-02-05,"['Comedy', 'Drama']",English,8.3,3262,16.417,1500000,"['Charles Chaplin Productions', 'United Artists']",0,87,-1500000
Taare Zameen Par,2007-12-21,['Drama'],Hindi,8.0,973,17.468,2600000,"['Aamir Khan Productions', 'PVR Pictures']",28430000,165,25830000
Osmosis Jones,2001-08-10,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']",English,6.5,917,14.966,75000000,"['Conundrum Entertainment', 'Warner Bros. Animation', 'Warner Bros. Pictures']",13596911,95,-61403089
Wheels on Meals,1984-08-17,"['Romance', 'Action', 'Comedy', 'Crime']",cn,6.9,318,18.215,0,"['Orange Sky Golden Harvest', 'Laurenfilm']",0,108,0
The Perfect Game,2009-11-09,"['Drama', 'Family']",English,6.9,115,16.467,12500000,"['HighRoad Entertainment', 'Prelude Pictures', 'Lone Runner Entertainment', 'Kenio Films', 'Perfect Game, The']",3878993,118,-8621007
This Boy's Life,1993-04-09,['Drama'],English,7.1,856,12.215,0,"['Knickerbocker Films', 'Warner Bros. Pictures']",4104962,115,4104962
Juno,2007-12-05,"['Comedy', 'Drama', 'Romance']",English,7.0,6522,16.266,7500000,"['Mandate Pictures', 'Mr. Mudd Production', 'Fox Searchlight Pictures', 'Mandate International']",232372681,96,224872681
The Car: Road to Revenge,2019-01-08,"['Action', 'Horror', 'Thriller', 'Science Fiction']",English,6.6,91,13.955,0,"['BUFO', 'Universal 1440 Entertainment']",0,89,0
Rudolph the Red-Nosed Reindeer,1964-12-06,"['Animation', 'Family', 'TV Movie']",English,7.4,479,18.365,0,"['Rankin/Bass Productions', 'Videocraft International', 'NBC']",0,52,0
Slither,2006-03-31,"['Horror', 'Science Fiction', 'Comedy']",English,6.5,1293,18.415,15000000,"['Strike Entertainment', 'Slither Productions', 'Gold Circle Films', 'Brightlight Pictures']",12834936,95,-2165064
Bayonetta: Bloody Fate,2013-11-23,"['Animation', 'Action', 'Fantasy']",Japanese,6.5,75,13.467,0,"['GONZO', 'Graphinica']",0,91,0
Brothers by Blood,2021-01-22,['Crime'],English,5.9,148,16.984,0,"['Brookstreet Pictures', 'Killer Films', 'GapBusters', 'RTBF', 'Vertical Entertainment']",0,90,0
Open Season 3,2010-10-21,"['Adventure', 'Animation', 'Family', 'Comedy']",English,5.6,522,16.715,0,"['Sony Pictures Animation', 'Reel FX Creative Studios']",0,75,0
Victor Frankenstein,2015-11-10,"['Drama', 'Science Fiction', 'Thriller']",English,5.9,1926,17.368,40000000,"['Davis Entertainment', 'Moving Picture Company', 'TSG Entertainment', '20th Century Fox']",34227298,109,-5772702
The Protector 2,2013-10-23,['Action'],Thai,6.0,228,17.465,0,"['Sahamongkolfilm', 'Baa-Ram-Ewe']",3302463,104,3302463
The Marco Effect,2021-05-27,"['Thriller', 'Crime']",Danish,5.9,50,10.986,0,"['Nordisk Film Denmark', 'Nadcon Film', 'ZDF']",39200,125,39200
Tokyo Decadence,1992-01-06,['Drama'],Japanese,5.9,78,11.55,0,"['Cinemabrain', 'JVD', 'Melsat Inc.', 'Ryu Murakami Office']",795312,135,795312
Wonder Woman,2009-03-03,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Science Fiction']",English,7.2,496,15.962,0,"['DC Comics', 'Warner Bros. Animation', 'Warner Premiere']",0,74,0
The Rookie,2002-03-25,"['Drama', 'Family']",English,6.7,381,16.411,20000000,"['Walt Disney Pictures', 'Gran Via Productions', '98 MPH Productions']",75597042,127,55597042
A Wrinkle in Time,2018-03-08,"['Adventure', 'Science Fiction', 'Family', 'Fantasy']",English,5.1,1666,14.468,103000000,"['Whitaker Entertainment', 'Walt Disney Pictures']",132675864,109,29675864
Jack Mimoun & the Secrets of Val Verde,2022-10-12,"['Comedy', 'Adventure']",French,5.4,101,16.201,14470000,"['Mandarin Cinéma', 'Pathé']",0,104,-14470000
Skin Trade,2014-11-07,"['Thriller', 'Action', 'Drama']",English,6.2,217,15.163,10000000,"['Thorbak', 'Baumgarten Management and Productions (BMP)', 'SC Films International', 'SC International Pictures', 'Thor Pictures']",0,96,-10000000
Monte Carlo,2011-07-01,"['Adventure', 'Comedy', 'Romance']",English,6.6,1941,17.011,20000000,"['Blossom Films', 'Fox 2000 Pictures', 'Regency Enterprises', 'Di Novi Pictures', 'Dune Entertainment', 'Dune Entertainment III']",39782683,109,19782683
Sabotage,2014-03-28,"['Action', 'Drama', 'Thriller', 'Crime']",English,5.6,1253,19.462,35000000,"['Open Road Films', 'QED International', 'Albert S. Ruddy Productions', 'Crave Films', 'Roth Films', 'Universal Pictures']",22126842,110,-12873158
Hellbound: Hellraiser II,1988-12-23,"['Horror', 'Thriller']",English,6.4,928,14.908,3000000,"['Film Futures', 'New World Pictures', 'Cinemarque Entertainment', 'King Video Productions']",12090735,97,9090735
Silver Bullet,1985-10-10,['Horror'],English,6.6,485,16.208,7000000,"['International Film Corporation (II)', 'Famous Films (II)', 'Dino De Laurentiis Company', 'Paramount']",12400000,95,5400000
A House on the Bayou,2021-11-19,"['Horror', 'Thriller']",English,5.8,116,12.192,0,"['Epix', 'Blumhouse Television']",0,89,0
The Cable Guy,1996-06-10,"['Comedy', 'Drama', 'Thriller']",English,6.0,2087,18.457,47000000,"['Columbia Pictures', 'Brillstein-Grey Entertainment', 'Licht/Mueller Film Corporation']",102825796,96,55825796
The Swordsman,2020-09-23,"['Action', 'Drama', 'History']",Korean,7.6,176,12.225,0,"['Opus Pictures', 'Kiwi Media Group']",0,101,0
Last Tango in Paris,1972-10-14,"['Drama', 'Romance']",Italian,7.0,1066,18.456,1250000,"['United Artists', 'Les Productions Artistes Associés', 'PEA']",36182181,129,34932181
Queen of the Damned,2002-02-10,"['Drama', 'Fantasy', 'Horror']",English,6.1,903,16.956,35000000,"['WV Films LLC', 'Village Roadshow Pictures', 'NPV Entertainment', 'Material', 'Warner Bros. Pictures']",45479110,101,10479110
Elektra,2005-01-13,"['Action', 'Fantasy', 'Science Fiction']",English,5.0,2149,18.206,43000000,"['Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Marvel Enterprises', 'Horseshoe Bay Productions', 'Elektra Productions', 'SAI Productions', '20th Century Fox']",56681566,97,13681566
Glengarry Glen Ross,1992-09-15,"['Crime', 'Drama', 'Mystery']",English,7.4,1117,14.205,12500000,"['Zupnik Cinema Group II', 'New Line Cinema', 'GGR']",10725228,100,-1774772
Vasil,2022-10-16,"['Comedy', 'Drama']",Spanish,6.4,12,9.909,0,['Distinto Films'],0,93,0
The Invisible Maniac,1990-07-13,"['Science Fiction', 'Comedy', 'Horror']",English,4.1,21,18.335,0,"['Smoking Gun Pictures', 'Republic Pictures (II)']",0,86,0
Teen Titans: The Judas Contract,2017-03-31,"['Science Fiction', 'Animation', 'Action']",English,7.4,601,17.712,0,"['DC Entertainment', 'DC Comics', 'Warner Bros. Animation']",0,84,0
The Graduate,1967-12-21,"['Comedy', 'Drama', 'Romance']",English,7.7,2910,17.706,3000000,"['Lawrence Turman Films, Inc.', 'AVCO Embassy Pictures']",104945305,106,101945305
The Dead Zone,1983-10-21,"['Thriller', 'Horror', 'Science Fiction']",English,7.0,1381,12.955,10000000,"['Lorimar Film Entertainment', 'Dino De Laurentiis Company']",20766616,103,10766616
The Tree of Life,2011-05-17,"['Drama', 'Fantasy']",English,6.7,2762,14.407,32000000,"['Plan B Entertainment', 'Fox Searchlight Pictures', 'River Road Entertainment', 'Brace Cove Productions', 'Summit Entertainment']",54674226,139,22674226
A Most Violent Year,2014-12-31,"['Crime', 'Drama', 'Thriller']",English,6.6,1275,15.342,20000000,"['Participant', 'Imagenation Abu Dhabi FZ', 'FilmNation Entertainment', 'Before the Door Pictures', 'Washington Square Films', 'Old Bull Pictures', 'CounterNarrative Films']",12007070,124,-7992930
Deliver Us from Evil,2014-07-01,"['Thriller', 'Crime', 'Horror']",English,6.2,1843,17.209,30000000,"['LStar Capital', 'Screen Gems', 'Jerry Bruckheimer Films']",87937815,118,57937815
Batman: Assault on Arkham,2014-08-12,"['Thriller', 'Animation', 'Action', 'Crime']",English,7.4,993,17.457,0,"['Warner Bros. Animation', 'Warner Premiere', 'DC Comics', 'DC Entertainment']",4571025,75,4571025
The Haunting,1999-07-23,"['Horror', 'Thriller', 'Fantasy', 'Mystery']",English,5.4,1203,15.953,80000000,"['DreamWorks Pictures', 'Roth-Arnold Productions']",91188905,113,11188905
My Brother's Wife,2005-11-04,"['Romance', 'Drama']",Spanish,6.3,106,14.704,0,"['Cinefarm', 'Panamax Films']",0,89,0
Jumanji,1995-12-15,"['Adventure', 'Fantasy', 'Family']",English,7.2,9585,12.36,65000000,"['TriStar Pictures', 'Interscope Communications', 'Teitler Film', 'PolyGram Filmed Entertainment']",262821940,104,197821940
The Messengers,2007-02-02,"['Mystery', 'Thriller', 'Horror']",English,5.7,714,14.453,16000000,"['Screen Gems', 'Ghost House Pictures', 'Columbia Pictures', 'Blue Star Pictures', 'Scarecrow Productions', 'Mandate Pictures']",55060212,90,39060212
We Die Young,2019-05-09,"['Drama', 'Action', 'Crime', 'Thriller']",English,6.9,260,13.713,4000000,"['Dream Team Films', 'Premiere Picture', 'Signature Pictures', 'Dog with a Bone Productions', 'Zone Vision']",143837,93,-3856163
Supercool,2021-07-02,"['Comedy', 'Action']",Finnish,6.0,33,13.217,10000000,['Yellow Film & TV'],0,91,-10000000
White Girl,2016-09-02,['Drama'],English,5.7,421,11.456,700000,"['Bank Street Films', 'Killer Films', 'Supermarché', 'Greencard Pictures']",200242,88,-499758
Firestarter,1984-05-11,"['Horror', 'Thriller', 'Science Fiction']",English,6.3,578,13.95,15000000,"['Dino De Laurentiis Company', 'Universal Pictures', 'Metro-Goldwyn-Mayer']",17080167,114,2080167
"O Brother, Where Art Thou?",2000-08-30,"['Adventure', 'Comedy', 'Crime']",English,7.3,3636,16.651,26000000,"['Universal Pictures', 'Touchstone Pictures', 'Working Title Films', 'Blind Bard Pictures', 'StudioCanal']",71870729,107,45870729
Newness,2017-11-03,"['Romance', 'Drama']",English,6.1,560,13.958,10000000,"['Lost City', 'Scott Free Productions']",0,112,-10000000
Inherent Vice,2014-12-12,"['Drama', 'Mystery', 'Comedy']",English,6.6,2250,18.487,20000000,"['IAC Films', 'Ghoulardi Film Company', 'Warner Bros. Pictures']",14710975,149,-5289025
Sextuplets,2019-08-16,['Comedy'],English,6.3,783,15.213,0,['Wayans Alvarez Productions'],0,100,0
The Pyramid,2014-12-04,['Horror'],English,5.2,899,18.454,6500000,"['Silvatar Media', 'Fox International Productions', 'Sahara Productions']",16861137,89,10361137
Magnum Force,1973-12-23,"['Drama', 'Crime', 'Action']",English,7.1,889,22.599,0,"['Warner Bros. Pictures', 'Malpaso Productions']",39768000,124,39768000
Mamá,2008-10-07,"['Drama', 'Horror']",Spanish,6.0,112,14.701,0,['Toma 78'],0,4,0
